faultId,component,customerDescription
SPX86A-8008-TC,CPU,The Ultrapath Interconnect Reference Code (UPIRC) is unable to determine the processor topology.
SPX86A-8008-UQ,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected an Ultrapath topology failure associated with the UPI link.
SPX86A-8008-VE,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected an Ultrapath topology failure associated with the processor socket.
SPX86A-8008-WJ,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected that the processors do not support Time Stamp Counter (TSC) synchronization.
SPX86A-8008-X2,CPU,An Ultrapath Interconnect (UPI) transmitter (TX) failure has occurred.
SPX86A-8008-YX,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected that the requested Ultrapath link speed is unsupported.
SPX86A-8009-02,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected that the Video Graphics Array (VGA) range target has an invalid socket.
SPX86A-8009-1X,CPU,The Ultrapath Interconnect Reference Code (UPIRC) has detected that the Video Graphics Array (VGA) range target has an invalid stack.
SPX86A-8009-2E,CPU,The Power Control Unit (PCU) on a processor has detected a voltage regulator failure.
SPX86A-8009-3J,PCI,ILOM has detected that a PCIE link layer is inactive.
SPX86A-8009-4C,CPU,ILOM has detected that the traffic controller on the Integrated I/O (IIO) of a processor has encountered multiple correctable errors.
SPX86A-8009-5Q,CPU,ILOM has detected that the traffic controller on the Integrated I/O (IIO) of a processor has encountered an uncorrectable error.
SPX86A-8009-64,MEMORY,The Memory Reference Code (MRC) has detected a DIMM communication failure.
SPX86A-8009-7R,MEMORY,The Memory Reference Code (MRC) has detected that a nonvolatile memory DIMM (NVDIMM) is unsupported by currently installed MRC firmware.
SPX86A-8009-8H,CPU,The Memory Reference Code (MRC) has detected a failure with setting up memory interleaving.
SPX86A-8009-9D,MEMORY,The Memory Reference Code (MRC) has detected a memory DIMM that has failed the latency test.
SPX86A-8009-AY,MEMORY,The Memory Reference Code (MRC) has detected that no system memory is available.
SPX86A-8009-C3,MEMORY,The health status of a Nonvolatile Memory DIMM (NVDIMM) is in fatal condition.
SPX86A-8009-DS,MEMORY,The Memory Reference Code (MRC) has detected a Phase-Locked Loop (PLL) lock error on a memory DIMM.
SPX86A-8009-E5,MEMORY,The Memory Reference Code (MRC) has detected a DIMM polling timeout event while obtaining DIMM parameters.
SPX86A-8009-FP,MEMORY,The Memory Reference Code (MRC) has detected that the Post Package Repair (PPR) of a memory DIMM has failed.
SPX86A-8009-GA,MEMORY,The Memory Reference Code (MRC) has detected a timing value that will overflow the DIMMs internal register.
SPX86A-8009-HJ,CPU,The Memory Reference Code (MRC) has detected the system is unable to read or write DIMM voltage information.
SPX86A-8009-JE,MEMORY,The Memory Reference Code (MRC) has detected a CLK loopback training error.
SPX86A-8009-KX,MEMORY,The Memory Reference Code (MRC) has detected a clock (CLK) training error.
SPX86A-8009-L2,MEMORY,The Memory Reference Code (MRC) has detected a DIMM has failed training.
SPX86A-8009-MR,MEMORY,The Memory Reference Code (MRC) has detected a memory channel interleave failure.
SPX86A-8009-N4,MEMORY,The Memory Reference Code (MRC) has detected that a memory channel on-die termination (ODT) timing overflow has occurred.
SPX86A-8009-PQ,MEMORY,The Memory Reference Code (MRC) has detected a memory channel has failed the Revision Identification (RID) register training.
SPX86A-8009-QC,MEMORY,The Memory Reference Code (MRC) has detected a memory channel uncorrectable error during Revision Identification (RID) register training.
SPX86A-8009-R3,MEMORY,The Memory Reference Code (MRC) has detected an uncorrectable swizzle discovery error on a memory channel.
SPX86A-8009-SY,MEMORY,The Memory Reference Code (MRC) has detected a memory channel variation in roundtrip delay times has exceeded limit.
SPX86A-8009-TD,MEMORY,The Memory Reference Code (MRC) has detected a memory channel training failure.
SPX86A-8009-UH,CPU,The Memory Reference Code (MRC) has detected the system was unable to read the memory controller frequency.
SPX86A-8009-VA,MEMORY,The Memory Reference Code (MRC) has detected that a DIMM failed memtest due to multiple symbols.
SPX86A-8009-WP,CPU,The Memory Reference Code (MRC) has detected that the Power Controller Unit (PCU) is not responding.
SPX86A-8009-X5,CPU,The Memory Reference Code (MRC) has detected a System Management Bus (SMBUS) read error has occurred on a Load Reduced DIMM (LRDIMM).
SPX86A-8009-YS,CPU,The Memory Reference Code (MRC) has detected a memory controller frequency that is unsupported.
SPX86A-800A-0C,ILOM,PMC Patch Failed\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0 \u00a0 \u00a0
SPX86A-800A-1Q,None,MIO not installed
SPX86A-800A-24,MB,SMOD not Installed
SPX86A-800A-3R,ILOM, BIOS Update Failed
SPX86A-800A-42,ILOM,SPI Firmware Corrupt
SPX86A-800A-5X,MEMORY,ESM Capacitance Test Failed
SPX86A-800A-6E,MEMORY,ESM Internal Failure
SPX86A-800A-7J,CPU, GPU Thermtrip Failure
SPX86A-800A-8S,PCI, PCIe Device Initialization Failed
SPX86A-800A-95,MEMORY,Memtest Single Symbol Test Failed
SPX86A-800A-AP,MEMORY,A 3D Xpoint (3DX) DIMM is unsupported.
SPX86A-800A-CA,MEMORY,The Memory Reference Code (MRC) has detected the firmware installed on a DIMM is out of date and is not supported.
SPX86A-800A-DH,MEMORY,The Memory Reference Code (MRC) has detected a mixture of DPCMMS and UDIMMs.
SPX86A-800A-ED,MEMORY,The Memory Reference Code (MRC) has detected a DPCMM that is not recognized due to some mismatch with current configuration data in the DIMM firmware.
SPX86A-800A-FY,FW/SW,The Memory Reference Code (MRC) detected a surprise clock stop error on a 3D Xpoint (3DX) DIMM that was not resolved by a power cycle.
SPX86A-800A-G3,MEMORY,the Memory Reference Code detected a non-serviceable surprise clock stop on a 3D Xpoint (3DX) DIMM.
SPX86A-800A-HR,FW/SW,The Memory Reference Code (MRC) has determined that an internal opcode is either invalid or not defined.
SPX86A-800A-J4,CPU,ILOM fault manager has applied diagnosis to error reports received and has determined a Graphics Processing Unit (GPU) has exceeded the acceptable threshold for the number of memory pages retired.
SPX86A-800A-KQ,MEMORY,Multiple correctable ECC errors on a channel that has a 3D Xpoint (3DX) DIMM has been detected by the processor.
SPX86A-800A-LC,MEMORY,A memory uncorrectable ECC error on a channel that has a 3D Xpoint DIMM has been detected by the processor.
SPX86A-800A-MJ,MEMORY,A critical over-temperature condition was detected on a 3D Xpoint (3DX) DIMM.
SPX86A-800A-NE,MEMORY,A 3D Xpoint (3DX) DIMM communications failure has occurred due to a protocol error.
SPX86A-800A-PX,MEMORY,The ILOM fault manager has received an error report indicating the Memory Reference Code (MRC) has determined a 3D Xpoint (3DX) DIMM encountered a fatal error.
SPX86A-800A-Q2,MEMORY,The health status of a 3D Xpoint (3DX) DIMM is fatal or critical.
SPX86A-800A-RA,MEMORY,A DIMM has encountered an excessive number of memory correctable errors.
SPX86A-800A-SP,MEMORY,A memory channel failure has occurred.
SPX86A-800A-T5,MEMORY,A 3D Xpoint (3DX) DIMM has encountered an SMBUS read error.
SPX86A-800A-US,MEMORY,A 3D Xpoint (3DX) DIMM has encountered an SMBUS write error.
SPX86A-800A-V3,MEMORY,The Memory Reference Code (MRC) has detected a DIMM encountered an error during memory channel I/O initialization.
SPX86A-800A-WY,MEMORY,The Memory Reference Code (MRC) has detected a DIMM encountered an error during memory channel initialization.
SPX86A-800A-XD,POWER,A minor drop in voltage on the 12-volt rail has been detected.
SPX86A-800A-YH,MEMORY,Unexpected shutdown has occurred and  data committed to DPCMM may not have been  persisted
SPX86A-800C-0D,POWER,A significant drop in voltage on the 12-volt rail has been detected.
SPX86A-800C-1H,CPU,A reset of the host has failed.
SPX86A-800C-23,MEMORY,The memory configuration does not support two-level main memory (2LM) mode.
SPX86A-800C-3Y,MEMORY,The Voltage Drain Drain (VDD) value set in the BIOS is not appropriate for the Data Center Persistent Memory Module (DCPMM) a.k.a. 3D Xpoint (3DX) DIMM's.
SPX86A-800C-45,MEMORY,An unsupported memory configuration using DDR4 DIMM(s) that are below 32-GB in size has been detected.
SPX86A-800C-5S,MEMORY,The DDR4 DIMM type is an unsupported configuration in the current memory mode.
SPX86A-800C-6A,MEMORY,A Data Center Persistent Memory Module (DCPMM) a.k.a. 3D Xpoint (3DX) DIMM is present but is not populated in first slot associated with memory controller 0 of a processor.
SPX86A-800C-7P,MEMORY,A Data Center Persistent Memory Module (DCPMM) a.k.a. 3D Xpoint (3DX) DIMM is present but is not populated in sockets associated with processor 0.
SPX86A-800C-8X,MEMORY,A DDR4 DIMM is not present in a channel that contains a Data Center Persistent Memory Module (DCPMM) a.k.a. 3D Xpoint (3DX) DIMM.
SPX86A-800C-92,MEMORY,The geometry of a DDR4 Memory DIMM is not supported.
SPX86A-800C-AJ,MEMORY,The processor has determined the capacity ratio between a DDR4 DIMM and DCPMM DIMM is outside the recommended range.
SPX86A-800C-CE,MEMORY,The Memory Reference Code (MRC) has determined that DIMM sockets are not using the same memory mode.
SPX86A-800C-DQ,MEMORY,A Memory DIMM is improperly populated or is a type that is not compatible with other DIMMs installed.
SPX86A-800C-EC,MEMORY,The Data Center Persistent Memory Modules (DCPMM) installed across all DIMM sockets don't have the same capacity.
SPX86A-800C-FR,MEMORY,A Data Center Persistent Memory Module is installed in a memory DIMM socket that should have a DDR4 DIMM installed.
SPX86A-800C-G4,MEMORY,The memory topology is not symmetrical between memory controllers.
SPX86A-800C-HY,FW/SW,Inability to access a temperature sensor has led to an override of the fan control cooling parameters.
SPX86A-800C-J3,ILOM,The increased refresh rate for a temperature sensor has been disabled.
SPX86A-800C-KH,ILOM,The custom refresh rate for temperature sensor has been disabled.
SPX86A-800C-LD,FW/SW,The Memory Reference Code (MRC) does not recognize the interface used to access 3DX registers.
SPX86A-800C-MP,FW/SW,The Memory Reference Code (MRC) has determined that the SMBUS has become inactive during memory DIMM initialization.
SPX86A-800C-NA,FW/SW,The Memory Reference Code (MRC) has determined that the SMBUS is not responding during memory DIMM initialization.
SPX86A-800C-PS,POWER,A minor drop in voltage on the 12-volt rail has been detected.
SPX86A-800C-Q5,MEMORY,The health status of a Data Center Persistent Memory Module (DCPMM) aka 3D Xpoint (3DX) DIMM is failing.
SPX86A-800C-RE,MEMORY,A DIMM has encountered an excessive number of memory correctable errors.
SPX86A-800C-SJ,MEMORY,The Memory Reference Code (MRC) has detected a DIMM encountered an error during memory channel initialization.
SPX86A-800C-T2,CPU,The Memory Reference Code (MRC) has detected a fuse error in the Power Controller Unit (PCU).
SPX86A-800C-UX,CPU,A power-cycle of the host by ILOM was unsuccessful in resetting the Platform Controller Hub (PCH).
SPX86A-800C-V4,CPU,A burst of Ultrapath Interconnect (UPI) correctable link errors has occurred.
SPX86A-800C-WR,MEMORY,Adaptive Device Correction (ADC) has been activated on the first occurrence of encountering an excessive number of memory correctable errors on a DIMM.
SPX86A-800C-XC,MEMORY,Excessive memory channel link correctable errors have occurred on a channel that has a Data Center Persistent Memory Module (DCPMM)
SPX86A-800C-YQ,MEMORY,Adaptive Device Correction (ADC) has been reactivated on the second occurrence of encountering an excessive number of memory correctable errors on the same DIMM.
SPX86A-800D-0S,MEMORY,Excessive memory channel correctable errors have occurred on a DIMM.
SPX86A-800D-15,MEMORY,Excessive memory channel link correctable errors have occurred on a DIMM.
SPX86A-800D-2P,POWER,Indicates that a power source is operating at low efficiency.
SPX86A-800D-3A,FW/SW,Indicates that the SPI Flash Image is Unrecognized
SPX86A-800D-4H,FW/SW,Indicates that an SPI Parameter setting is not set to factory default.
SPX86A-800D-5D,ILOM,Indicates that an upgrade to the Field Programmable Gate Array (FPGA) was not performed due to Root of Trust (ROT) lock-down being asserted.
SPX86A-800D-6Y,ILOM,Indicates that an upgrade to the Field Programmable Gate Array (FPGA) was unsuccessful.
SPX86A-800D-73,MEMORY,Indicates that the Memory Reference Code (MRC) has identified DDR4 DIMMs on a processor socket have mismatched capacities.
SPX86A-800D-8C,CPU,Processor / Memory Throttling
SPX86A-800D-9Q,MEMORY,DIMM UE Predicted
TOR_UNREACHABLE,SMART_NIC,Smartnic can not be reached for over an hour and host power is stale or unknown
ilom_unreachable,ILOM,
